level-0,level-1,level-2,level-3,level-4,level-5
85043,82016-182016,82016-282016,82016-482016,82016-882016,any
85074,82046-182046,82046-282046,82046-482046,82046-882046,any
85077,82048-182048,82048-282048,82048-482048,82048-882048,any
85088,82058-182058,82058-282058,82058-482058,82058-882058,any
85109,82078-182078,82078-282078,82078-482078,82078-882078,any
85126,82094-182094,82094-282094,82094-482094,82094-882094,any
85129,82096-182096,82096-282096,82096-482096,82096-882096,any
85154,82120-182120,82120-282120,82120-482120,82120-882120,any
85194,82159-182159,82159-282159,82159-482159,82159-882159,any
85218,82182-182182,82182-282182,82182-482182,82182-882182,any
85244,82207-182207,82207-282207,82207-482207,82207-882207,any
85251,82213-182213,82213-282213,82213-482213,82213-882213,any
85272,82233-182233,82233-282233,82233-482233,82233-882233,any
85319,82279-182279,82279-282279,82279-482279,82279-882279,any
85341,82300-182300,82300-282300,82300-482300,82300-882300,any
85355,82313-182313,82313-282313,82313-482313,82313-882313,any
85374,82331-182331,82331-282331,82331-482331,82331-882331,any
85384,82340-182340,82340-282340,82340-482340,82340-882340,any
85389,82344-182344,82344-282344,82344-482344,82344-882344,any
85399,82353-182353,82353-282353,82353-482353,82353-882353,any
85413,82366-182366,82366-282366,82366-482366,82366-882366,any
85423,82375-182375,82375-282375,82375-482375,82375-882375,any
85434,82385-182385,82385-282385,82385-482385,82385-882385,any
85440,82390-182390,82390-282390,82390-482390,82390-882390,any
85482,82431-182431,82431-282431,82431-482431,82431-882431,any
85548,82496-182496,82496-282496,82496-482496,82496-882496,any
85566,82513-182513,82513-282513,82513-482513,82513-882513,any
85572,82518-182518,82518-282518,82518-482518,82518-882518,any
85604,82549-182549,82549-282549,82549-482549,82549-882549,any
85625,82569-182569,82569-282569,82569-482569,82569-882569,any
85690,82633-182633,82633-282633,82633-482633,82633-882633,any
85708,82650-182650,82650-282650,82650-482650,82650-882650,any
85733,82674-182674,82674-282674,82674-482674,82674-882674,any
85767,82707-182707,82707-282707,82707-482707,82707-882707,any
85787,82726-182726,82726-282726,82726-482726,82726-882726,any
85812,82750-182750,82750-282750,82750-482750,82750-882750,any
85815,82752-182752,82752-282752,82752-482752,82752-882752,any
85874,82810-182810,82810-282810,82810-482810,82810-882810,any
85902,82837-182837,82837-282837,82837-482837,82837-882837,any
85918,82852-182852,82852-282852,82852-482852,82852-882852,any
85995,82928-182928,82928-282928,82928-482928,82928-882928,any
86010,82942-182942,82942-282942,82942-482942,82942-882942,any
86065,82996-182996,82996-282996,82996-482996,82996-882996,any
86067,82997-182997,82997-282997,82997-482997,82997-882997,any
86108,83037-183037,83037-283037,83037-483037,83037-883037,any
86111,83039-183039,83039-283039,83039-483039,83039-883039,any
86143,83070-183070,83070-283070,83070-483070,83070-883070,any
86150,83076-183076,83076-283076,83076-483076,83076-883076,any
86153,83078-183078,83078-283078,83078-483078,83078-883078,any
86185,83109-183109,83109-283109,83109-483109,83109-883109,any
86220,83143-183143,83143-283143,83143-483143,83143-883143,any
86298,83220-183220,83220-283220,83220-483220,83220-883220,any
86310,83231-183231,83231-283231,83231-483231,83231-883231,any
86318,83238-183238,83238-283238,83238-483238,83238-883238,any
86332,83251-183251,83251-283251,83251-483251,83251-883251,any
86337,83255-183255,83255-283255,83255-483255,83255-883255,any
86373,83290-183290,83290-283290,83290-483290,83290-883290,any
86399,83315-183315,83315-283315,83315-483315,83315-883315,any
86459,83374-183374,83374-283374,83374-483374,83374-883374,any
86483,83397-183397,83397-283397,83397-483397,83397-883397,any
86492,83405-183405,83405-283405,83405-483405,83405-883405,any
86505,83417-183417,83417-283417,83417-483417,83417-883417,any
86551,83462-183462,83462-283462,83462-483462,83462-883462,any
86590,83500-183500,83500-283500,83500-483500,83500-883500,any
86600,83509-183509,83509-283509,83509-483509,83509-883509,any
86613,83521-183521,83521-283521,83521-483521,83521-883521,any
86615,83522-183522,83522-283522,83522-483522,83522-883522,any
86625,83531-183531,83531-283531,83531-483531,83531-883531,any
86643,83548-183548,83548-283548,83548-483548,83548-883548,any
86644,83548-183548,83548-283548,83548-483548,83548-883548,any
86646,83549-183549,83549-283549,83549-483549,83549-883549,any
86648,83550-183550,83550-283550,83550-483550,83550-883550,any
86681,83582-183582,83582-283582,83582-483582,83582-883582,any
86701,83601-183601,83601-283601,83601-483601,83601-883601,any
86723,83622-183622,83622-283622,83622-483622,83622-883622,any
86745,83643-183643,83643-283643,83643-483643,83643-883643,any
86750,83647-183647,83647-283647,83647-483647,83647-883647,any
86786,83682-183682,83682-283682,83682-483682,83682-883682,any
86805,83700-183700,83700-283700,83700-483700,83700-883700,any
86808,83702-183702,83702-283702,83702-483702,83702-883702,any
86837,83730-183730,83730-283730,83730-483730,83730-883730,any
86860,83752-183752,83752-283752,83752-483752,83752-883752,any
86872,83763-183763,83763-283763,83763-483763,83763-883763,any
86912,83802-183802,83802-283802,83802-483802,83802-883802,any
86958,83847-183847,83847-283847,83847-483847,83847-883847,any
86972,83860-183860,83860-283860,83860-483860,83860-883860,any
87006,83893-183893,83893-283893,83893-483893,83893-883893,any
87054,83940-183940,83940-283940,83940-483940,83940-883940,any
87076,83961-183961,83961-283961,83961-483961,83961-883961,any
87157,84041-184041,84041-284041,84041-484041,84041-884041,any
87158,84041-184041,84041-284041,84041-484041,84041-884041,any
87164,84046-184046,84046-284046,84046-484046,84046-884046,any
87169,84050-184050,84050-284050,84050-484050,84050-884050,any
87205,84085-184085,84085-284085,84085-484085,84085-884085,any
87209,84088-184088,84088-284088,84088-484088,84088-884088,any
87239,84117-184117,84117-284117,84117-484117,84117-884117,any
87247,84124-184124,84124-284124,84124-484124,84124-884124,any
87250,84126-184126,84126-284126,84126-484126,84126-884126,any
87263,84138-184138,84138-284138,84138-484138,84138-884138,any
87282,84156-184156,84156-284156,84156-484156,84156-884156,any
87284,84157-184157,84157-284157,84157-484157,84157-884157,any
87285,84157-184157,84157-284157,84157-484157,84157-884157,any
87310,84181-184181,84181-284181,84181-484181,84181-884181,any
87329,84199-184199,84199-284199,84199-484199,84199-884199,any
87369,84238-184238,84238-284238,84238-484238,84238-884238,any
87372,84240-184240,84240-284240,84240-484240,84240-884240,any
87418,84285-184285,84285-284285,84285-484285,84285-884285,any
87469,84335-184335,84335-284335,84335-484335,84335-884335,any
87490,84355-184355,84355-284355,84355-484355,84355-884355,any
87497,84361-184361,84361-284361,84361-484361,84361-884361,any
87507,84370-184370,84370-284370,84370-484370,84370-884370,any
87510,84372-184372,84372-284372,84372-484372,84372-884372,any
87518,84379-184379,84379-284379,84379-484379,84379-884379,any
87523,84383-184383,84383-284383,84383-484383,84383-884383,any
87528,84387-184387,84387-284387,84387-484387,84387-884387,any
87535,84393-184393,84393-284393,84393-484393,84393-884393,any
87556,84413-184413,84413-284413,84413-484413,84413-884413,any
87560,84416-184416,84416-284416,84416-484416,84416-884416,any
87561,84416-184416,84416-284416,84416-484416,84416-884416,any
87569,84423-184423,84423-284423,84423-484423,84423-884423,any
87583,84436-184436,84436-284436,84436-484436,84436-884436,any
87584,84436-184436,84436-284436,84436-484436,84436-884436,any
87605,84456-184456,84456-284456,84456-484456,84456-884456,any
87643,84493-184493,84493-284493,84493-484493,84493-884493,any
87653,84502-184502,84502-284502,84502-484502,84502-884502,any
87745,84593-184593,84593-284593,84593-484593,84593-884593,any
87771,84618-184618,84618-284618,84618-484618,84618-884618,any
87867,84713-184713,84713-284713,84713-484713,84713-884713,any
87891,84736-184736,84736-284736,84736-484736,84736-884736,any
87905,84749-184749,84749-284749,84749-484749,84749-884749,any
87928,84771-184771,84771-284771,84771-484771,84771-884771,any
87950,84792-184792,84792-284792,84792-484792,84792-884792,any
88019,84860-184860,84860-284860,84860-484860,84860-884860,any
88050,84890-184890,84890-284890,84890-484890,84890-884890,any
88055,84894-184894,84894-284894,84894-484894,84894-884894,any
88061,84899-184899,84899-284899,84899-484899,84899-884899,any
88095,84932-184932,84932-284932,84932-484932,84932-884932,any
88120,84956-184956,84956-284956,84956-484956,84956-884956,any
88126,84961-184961,84961-284961,84961-484961,84961-884961,any
88215,85049-185049,85049-285049,85049-485049,85049-885049,any
88231,85064-185064,85064-285064,85064-485064,85064-885064,any
88233,85065-185065,85065-285065,85065-485065,85065-885065,any
88265,85096-185096,85096-285096,85096-485096,85096-885096,any
88278,85108-185108,85108-285108,85108-485108,85108-885108,any
88368,85197-185197,85197-285197,85197-485197,85197-885197,any
88419,85247-185247,85247-285247,85247-485247,85247-885247,any
88432,85259-185259,85259-285259,85259-485259,85259-885259,any
88449,85275-185275,85275-285275,85275-485275,85275-885275,any
88470,85295-185295,85295-285295,85295-485295,85295-885295,any
88500,85324-185324,85324-285324,85324-485324,85324-885324,any
88506,85329-185329,85329-285329,85329-485329,85329-885329,any
88513,85335-185335,85335-285335,85335-485335,85335-885335,any
88528,85349-185349,85349-285349,85349-485349,85349-885349,any
88564,85384-185384,85384-285384,85384-485384,85384-885384,any
88566,85385-185385,85385-285385,85385-485385,85385-885385,any
88570,85388-185388,85388-285388,85388-485388,85388-885388,any
88579,85396-185396,85396-285396,85396-485396,85396-885396,any
88638,85454-185454,85454-285454,85454-485454,85454-885454,any
88642,85457-185457,85457-285457,85457-485457,85457-885457,any
88653,85467-185467,85467-285467,85467-485467,85467-885467,any
88675,85488-185488,85488-285488,85488-485488,85488-885488,any
88676,85488-185488,85488-285488,85488-485488,85488-885488,any
88725,85536-185536,85536-285536,85536-485536,85536-885536,any
88781,85591-185591,85591-285591,85591-485591,85591-885591,any
88842,85651-185651,85651-285651,85651-485651,85651-885651,any
88856,85664-185664,85664-285664,85664-485664,85664-885664,any
88876,85683-185683,85683-285683,85683-485683,85683-885683,any
88904,85710-185710,85710-285710,85710-485710,85710-885710,any
88909,85714-185714,85714-285714,85714-485714,85714-885714,any
88913,85717-185717,85717-285717,85717-485717,85717-885717,any
88922,85725-185725,85725-285725,85725-485725,85725-885725,any
88926,85728-185728,85728-285728,85728-485728,85728-885728,any
88967,85768-185768,85768-285768,85768-485768,85768-885768,any
88991,85791-185791,85791-285791,85791-485791,85791-885791,any
89011,85810-185810,85810-285810,85810-485810,85810-885810,any
89015,85813-185813,85813-285813,85813-485813,85813-885813,any
89028,85825-185825,85825-285825,85825-485825,85825-885825,any
89030,85826-185826,85826-285826,85826-485826,85826-885826,any
89040,85835-185835,85835-285835,85835-485835,85835-885835,any
89041,85835-185835,85835-285835,85835-485835,85835-885835,any
89054,85847-185847,85847-285847,85847-485847,85847-885847,any
89073,85865-185865,85865-285865,85865-485865,85865-885865,any
89083,85874-185874,85874-285874,85874-485874,85874-885874,any
89146,85936-185936,85936-285936,85936-485936,85936-885936,any
89154,85943-185943,85943-285943,85943-485943,85943-885943,any
89172,85960-185960,85960-285960,85960-485960,85960-885960,any
89182,85969-185969,85969-285969,85969-485969,85969-885969,any
89202,85988-185988,85988-285988,85988-485988,85988-885988,any
89226,86011-186011,86011-286011,86011-486011,86011-886011,any
89299,86083-186083,86083-286083,86083-486083,86083-886083,any
89325,86108-186108,86108-286108,86108-486108,86108-886108,any
89326,86108-186108,86108-286108,86108-486108,86108-886108,any
89346,86127-186127,86127-286127,86127-486127,86127-886127,any
89347,86127-186127,86127-286127,86127-486127,86127-886127,any
89389,86168-186168,86168-286168,86168-486168,86168-886168,any
89391,86169-186169,86169-286169,86169-486169,86169-886169,any
89392,86169-186169,86169-286169,86169-486169,86169-886169,any
89397,86173-186173,86173-286173,86173-486173,86173-886173,any
89400,86175-186175,86175-286175,86175-486175,86175-886175,any
89413,86187-186187,86187-286187,86187-486187,86187-886187,any
89419,86192-186192,86192-286192,86192-486192,86192-886192,any
89477,86249-186249,86249-286249,86249-486249,86249-886249,any
89478,86249-186249,86249-286249,86249-486249,86249-886249,any
89491,86261-186261,86261-286261,86261-486261,86261-886261,any
89508,86277-186277,86277-286277,86277-486277,86277-886277,any
89534,86302-186302,86302-286302,86302-486302,86302-886302,any
89559,86326-186326,86326-286326,86326-486326,86326-886326,any
89564,86330-186330,86330-286330,86330-486330,86330-886330,any
89587,86352-186352,86352-286352,86352-486352,86352-886352,any
89598,86362-186362,86362-286362,86362-486362,86362-886362,any
89622,86385-186385,86385-286385,86385-486385,86385-886385,any
89625,86387-186387,86387-286387,86387-486387,86387-886387,any
89636,86397-186397,86397-286397,86397-486397,86397-886397,any
89644,86404-186404,86404-286404,86404-486404,86404-886404,any
89648,86407-186407,86407-286407,86407-486407,86407-886407,any
89652,86410-186410,86410-286410,86410-486410,86410-886410,any
89667,86424-186424,86424-286424,86424-486424,86424-886424,any
89681,86437-186437,86437-286437,86437-486437,86437-886437,any
89690,86445-186445,86445-286445,86445-486445,86445-886445,any
89705,86459-186459,86459-286459,86459-486459,86459-886459,any
89718,86471-186471,86471-286471,86471-486471,86471-886471,any
89735,86487-186487,86487-286487,86487-486487,86487-886487,any
89737,86488-186488,86488-286488,86488-486488,86488-886488,any
89760,86510-186510,86510-286510,86510-486510,86510-886510,any
89787,86536-186536,86536-286536,86536-486536,86536-886536,any
89806,86554-186554,86554-286554,86554-486554,86554-886554,any
89813,86560-186560,86560-286560,86560-486560,86560-886560,any
89821,86567-186567,86567-286567,86567-486567,86567-886567,any
89852,86597-186597,86597-286597,86597-486597,86597-886597,any
89870,86614-186614,86614-286614,86614-486614,86614-886614,any
89884,86627-186627,86627-286627,86627-486627,86627-886627,any
89922,86664-186664,86664-286664,86664-486664,86664-886664,any
89942,86683-186683,86683-286683,86683-486683,86683-886683,any
89951,86691-186691,86691-286691,86691-486691,86691-886691,any
89991,86730-186730,86730-286730,86730-486730,86730-886730,any
90021,86759-186759,86759-286759,86759-486759,86759-886759,any
90042,86779-186779,86779-286779,86779-486779,86779-886779,any
90046,86782-186782,86782-286782,86782-486782,86782-886782,any
90127,86862-186862,86862-286862,86862-486862,86862-886862,any
90159,86893-186893,86893-286893,86893-486893,86893-886893,any
90189,86922-186922,86922-286922,86922-486922,86922-886922,any
90196,86928-186928,86928-286928,86928-486928,86928-886928,any
90222,86953-186953,86953-286953,86953-486953,86953-886953,any
90230,86960-186960,86960-286960,86960-486960,86960-886960,any
90245,86974-186974,86974-286974,86974-486974,86974-886974,any
