level-0,level-1,level-2,level-3
114157,109105-309105,109105-709105,any
114158,109105-309105,109105-709105,any
114160,109106-309106,109106-709106,any
114185,109130-309130,109130-709130,any
114204,109148-309148,109148-709148,any
114224,109167-309167,109167-709167,any
114225,109167-309167,109167-709167,any
114228,109169-309169,109169-709169,any
114230,109170-309170,109170-709170,any
114251,109190-309190,109190-709190,any
114263,109201-309201,109201-709201,any
114288,109225-309225,109225-709225,any
114292,109228-309228,109228-709228,any
114324,109259-309259,109259-709259,any
114345,109279-309279,109279-709279,any
114351,109284-309284,109284-709284,any
114357,109289-309289,109289-709289,any
114362,109293-309293,109293-709293,any
114366,109296-309296,109296-709296,any
114396,109325-309325,109325-709325,any
114401,109329-309329,109329-709329,any
114413,109340-309340,109340-709340,any
114420,109346-309346,109346-709346,any
114447,109372-309372,109372-709372,any
114459,109383-309383,109383-709383,any
114483,109406-309406,109406-709406,any
114495,109417-309417,109417-709417,any
114508,109429-309429,109429-709429,any
114520,109440-309440,109440-709440,any
114537,109456-309456,109456-709456,any
114544,109462-309462,109462-709462,any
114561,109478-309478,109478-709478,any
114580,109496-309496,109496-709496,any
114591,109506-309506,109506-709506,any
114605,109519-309519,109519-709519,any
114639,109552-309552,109552-709552,any
114648,109560-309560,109560-709560,any
114650,109561-309561,109561-709561,any
114670,109580-309580,109580-709580,any
114674,109583-309583,109583-709583,any
114678,109586-309586,109586-709586,any
114691,109598-309598,109598-709598,any
114719,109625-309625,109625-709625,any
114733,109638-309638,109638-709638,any
114746,109650-309650,109650-709650,any
114754,109657-309657,109657-709657,any
114758,109660-309660,109660-709660,any
114760,109661-309661,109661-709661,any
114761,109661-309661,109661-709661,any
114765,109664-309664,109664-709664,any
114770,109668-309668,109668-709668,any
114797,109694-309694,109694-709694,any
114798,109694-309694,109694-709694,any
114801,109696-309696,109696-709696,any
114813,109707-309707,109707-709707,any
114835,109728-309728,109728-709728,any
114838,109730-309730,109730-709730,any
114844,109735-309735,109735-709735,any
114859,109749-309749,109749-709749,any
114870,109759-309759,109759-709759,any
114874,109762-309762,109762-709762,any
114912,109799-309799,109799-709799,any
114927,109813-309813,109813-709813,any
114937,109822-309822,109822-709822,any
114955,109839-309839,109839-709839,any
114967,109850-309850,109850-709850,any
114969,109851-309851,109851-709851,any
114971,109852-309852,109852-709852,any
114973,109853-309853,109853-709853,any
114982,109861-309861,109861-709861,any
114988,109866-309866,109866-709866,any
114994,109871-309871,109871-709871,any
115005,109881-309881,109881-709881,any
115023,109898-309898,109898-709898,any
115025,109899-309899,109899-709899,any
115040,109913-309913,109913-709913,any
115057,109929-309929,109929-709929,any
115064,109935-309935,109935-709935,any
115066,109936-309936,109936-709936,any
115070,109939-309939,109939-709939,any
115076,109944-309944,109944-709944,any
115085,109952-309952,109952-709952,any
115161,110027-310027,110027-710027,any
115176,110041-310041,110041-710041,any
115178,110042-310042,110042-710042,any
115209,110072-310072,110072-710072,any
115214,110076-310076,110076-710076,any
115215,110076-310076,110076-710076,any
115244,110104-310104,110104-710104,any
115248,110107-310107,110107-710107,any
115258,110116-310116,110116-710116,any
115284,110141-310141,110141-710141,any
115289,110145-310145,110145-710145,any
115305,110160-310160,110160-710160,any
115306,110160-310160,110160-710160,any
115323,110176-310176,110176-710176,any
115326,110178-310178,110178-710178,any
115331,110182-310182,110182-710182,any
115336,110186-310186,110186-710186,any
115358,110207-310207,110207-710207,any
115360,110208-310208,110208-710208,any
115364,110211-310211,110211-710211,any
115387,110233-310233,110233-710233,any
115389,110234-310234,110234-710234,any
115411,110255-310255,110255-710255,any
115414,110257-310257,110257-710257,any
115418,110260-310260,110260-710260,any
115420,110261-310261,110261-710261,any
115422,110262-310262,110262-710262,any
115426,110265-310265,110265-710265,any
115433,110271-310271,110271-710271,any
115438,110275-310275,110275-710275,any
115439,110275-310275,110275-710275,any
115443,110278-310278,110278-710278,any
115457,110291-310291,110291-710291,any
115458,110291-310291,110291-710291,any
115464,110296-310296,110296-710296,any
115488,110319-310319,110319-710319,any
115496,110326-310326,110326-710326,any
115497,110326-310326,110326-710326,any
115498,110326-310326,110326-710326,any
115511,110338-310338,110338-710338,any
115513,110339-310339,110339-710339,any
115549,110374-310374,110374-710374,any
115551,110375-310375,110375-710375,any
115562,110385-310385,110385-710385,any
115579,110401-310401,110401-710401,any
115585,110406-310406,110406-710406,any
115602,110422-310422,110422-710422,any
115603,110422-310422,110422-710422,any
115605,110423-310423,110423-710423,any
115613,110430-310430,110430-710430,any
115618,110434-310434,110434-710434,any
115630,110445-310445,110445-710445,any
115631,110445-310445,110445-710445,any
115634,110447-310447,110447-710447,any
115677,110489-310489,110489-710489,any
115700,110511-310511,110511-710511,any
115705,110515-310515,110515-710515,any
115717,110526-310526,110526-710526,any
115745,110553-310553,110553-710553,any
115763,110570-310570,110570-710570,any
115784,110590-310590,110590-710590,any
115792,110597-310597,110597-710597,any
115803,110607-310607,110607-710607,any
115806,110609-310609,110609-710609,any
115813,110615-310615,110615-710615,any
115815,110616-310616,110616-710616,any
115824,110624-310624,110624-710624,any
115831,110630-310630,110630-710630,any
115834,110632-310632,110632-710632,any
115839,110636-310636,110636-710636,any
115849,110645-310645,110645-710645,any
115851,110646-310646,110646-710646,any
115858,110652-310652,110652-710652,any
115880,110673-310673,110673-710673,any
115882,110674-310674,110674-710674,any
115890,110681-310681,110681-710681,any
115895,110685-310685,110685-710685,any
115896,110685-310685,110685-710685,any
115912,110700-310700,110700-710700,any
115922,110709-310709,110709-710709,any
115932,110718-310718,110718-710718,any
115945,110730-310730,110730-710730,any
115963,110747-310747,110747-710747,any
115971,110754-310754,110754-710754,any
115989,110771-310771,110771-710771,any
116044,110825-310825,110825-710825,any
116055,110835-310835,110835-710835,any
116057,110836-310836,110836-710836,any
116084,110862-310862,110862-710862,any
116103,110880-310880,110880-710880,any
116104,110880-310880,110880-710880,any
116133,110908-310908,110908-710908,any
116138,110912-310912,110912-710912,any
116143,110916-310916,110916-710916,any
116163,110935-310935,110935-710935,any
116165,110936-310936,110936-710936,any
116202,110972-310972,110972-710972,any
116207,110976-310976,110976-710976,any
116211,110979-310979,110979-710979,any
116218,110985-310985,110985-710985,any
116230,110996-310996,110996-710996,any
116255,111020-311020,111020-711020,any
116279,111043-311043,111043-711043,any
116286,111049-311049,111049-711049,any
116287,111049-311049,111049-711049,any
116338,111099-311099,111099-711099,any
116358,111118-311118,111118-711118,any
116360,111119-311119,111119-711119,any
116365,111123-311123,111123-711123,any
116367,111124-311124,111124-711124,any
116372,111128-311128,111128-711128,any
116375,111130-311130,111130-711130,any
116379,111133-311133,111133-711133,any
116385,111138-311138,111138-711138,any
116391,111143-311143,111143-711143,any
116394,111145-311145,111145-711145,any
116442,111192-311192,111192-711192,any
116468,111217-311217,111217-711217,any
116489,111237-311237,111237-711237,any
116493,111240-311240,111240-711240,any
116508,111254-311254,111254-711254,any
116517,111262-311262,111262-711262,any
116520,111264-311264,111264-711264,any
116528,111271-311271,111271-711271,any
116531,111273-311273,111273-711273,any
116539,111280-311280,111280-711280,any
116541,111281-311281,111281-711281,any
116554,111293-311293,111293-711293,any
116562,111300-311300,111300-711300,any
116580,111317-311317,111317-711317,any
116608,111344-311344,111344-711344,any
116613,111348-311348,111348-711348,any
116620,111354-311354,111354-711354,any
116626,111359-311359,111359-711359,any
116632,111364-311364,111364-711364,any
116635,111366-311366,111366-711366,any
116640,111370-311370,111370-711370,any
116641,111370-311370,111370-711370,any
116662,111390-311390,111390-711390,any
116666,111393-311393,111393-711393,any
116677,111403-311403,111403-711403,any
116707,111432-311432,111432-711432,any
116751,111475-311475,111475-711475,any
116788,111511-311511,111511-711511,any
116789,111511-311511,111511-711511,any
116791,111512-311512,111512-711512,any
116797,111517-311517,111517-711517,any
116800,111519-311519,111519-711519,any
116812,111530-311530,111530-711530,any
116820,111537-311537,111537-711537,any
116825,111541-311541,111541-711541,any
116830,111545-311545,111545-711545,any
116834,111548-311548,111548-711548,any
116852,111565-311565,111565-711565,any
116878,111590-311590,111590-711590,any
116892,111603-311603,111603-711603,any
116901,111611-311611,111611-711611,any
116903,111612-311612,111612-711612,any
116910,111618-311618,111618-711618,any
116927,111634-311634,111634-711634,any
116933,111639-311639,111639-711639,any
116934,111639-311639,111639-711639,any
116952,111656-311656,111656-711656,any
116960,111663-311663,111663-711663,any
116961,111663-311663,111663-711663,any
116968,111669-311669,111669-711669,any
116986,111686-311686,111686-711686,any
116991,111690-311690,111690-711690,any
117012,111710-311710,111710-711710,any
117017,111714-311714,111714-711714,any
117018,111714-311714,111714-711714,any
117022,111717-311717,111717-711717,any
117028,111722-311722,111722-711722,any
117037,111730-311730,111730-711730,any
117058,111750-311750,111750-711750,any
117059,111750-311750,111750-711750,any
117073,111763-311763,111763-711763,any
117095,111784-311784,111784-711784,any
117109,111797-311797,111797-711797,any
117125,111812-311812,111812-711812,any
117148,111834-311834,111834-711834,any
117158,111843-311843,111843-711843,any
117162,111846-311846,111846-711846,any
117166,111849-311849,111849-711849,any
117167,111849-311849,111849-711849,any
117169,111850-311850,111850-711850,any
117186,111866-311866,111866-711866,any
117201,111880-311880,111880-711880,any
117210,111888-311888,111888-711888,any
117217,111894-311894,111894-711894,any
117222,111898-311898,111898-711898,any
117227,111902-311902,111902-711902,any
117236,111910-311910,111910-711910,any
117244,111917-311917,111917-711917,any
117251,111923-311923,111923-711923,any
117253,111924-311924,111924-711924,any
117273,111943-311943,111943-711943,any
117295,111964-311964,111964-711964,any
117299,111967-311967,111967-711967,any
117310,111977-311977,111977-711977,any
117312,111978-311978,111978-711978,any
117313,111978-311978,111978-711978,any
117319,111983-311983,111983-711983,any
117346,112009-312009,112009-712009,any
117357,112019-312019,112019-712019,any
117363,112024-312024,112024-712024,any
117372,112032-312032,112032-712032,any
117381,112040-312040,112040-712040,any
117387,112045-312045,112045-712045,any
117392,112049-312049,112049-712049,any
117393,112049-312049,112049-712049,any
117409,112064-312064,112064-712064,any
117444,112098-312098,112098-712098,any
117471,112124-312124,112124-712124,any
117473,112125-312125,112125-712125,any
117476,112127-312127,112127-712127,any
117477,112127-312127,112127-712127,any
117480,112129-312129,112129-712129,any
117496,112144-312144,112144-712144,any
117502,112149-312149,112149-712149,any
117503,112149-312149,112149-712149,any
117507,112152-312152,112152-712152,any
117509,112153-312153,112153-712153,any
117525,112168-312168,112168-712168,any
117526,112168-312168,112168-712168,any
117528,112169-312169,112169-712169,any
117529,112169-312169,112169-712169,any
117542,112181-312181,112181-712181,any
117549,112187-312187,112187-712187,any
117555,112192-312192,112192-712192,any
117556,112192-312192,112192-712192,any
117567,112202-312202,112202-712202,any
117570,112204-312204,112204-712204,any
117583,112216-312216,112216-712216,any
117585,112217-312217,112217-712217,any
117589,112220-312220,112220-712220,any
117595,112225-312225,112225-712225,any
117605,112234-312234,112234-712234,any
117606,112234-312234,112234-712234,any
117618,112245-312245,112245-712245,any
117627,112253-312253,112253-712253,any
117628,112253-312253,112253-712253,any
117634,112258-312258,112258-712258,any
117651,112274-312274,112274-712274,any
117674,112296-312296,112296-712296,any
117681,112302-312302,112302-712302,any
117683,112303-312303,112303-712303,any
117700,112319-312319,112319-712319,any
117721,112339-312339,112339-712339,any
117728,112345-312345,112345-712345,any
